primary_offense,stacked_offense,covariate_term,odds_ratio,p_value,n_cases,covariate_set,null_model
FIREARM,IMMIG,C(defendant_race)[T.Other],0.3019,0.341293,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,VIOLENT,C(defendant_race)[T.Hispanic],0.6666,0.35202,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,FRAUD,C(defendant_race)[T.Other],0.6401,0.357176,103562,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,CONSPIRACY,C(defendant_race)[T.Other],0.4578,0.360676,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,OTHER,C(defendant_race)[T.Other],0.7327,0.361259,7533,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.5549,0.381113,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,RACKET,C(defendant_race)[T.Hispanic],0.3986,0.386804,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,LAUNDER,C(defendant_race)[T.Other],2.6787,0.409261,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.7221,0.425555,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,DRUG_POSS,C(defendant_race)[T.Other],0.5419,0.426679,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
ADMIN_JUST,OTHER,C(defendant_race)[T.Hispanic],1.1518,0.439697,4597,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
CONSPIRACY,OTHER,C(defendant_race)[T.Other],1.0853,0.453864,10454,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,ADMIN_JUST,C(defendant_race)[T.Black],0.8162,0.489354,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,CONSPIRACY,C(defendant_race)[T.Other],1.4931,0.508482,7533,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,ADMIN_JUST,C(defendant_race)[T.Other],0.6831,0.520569,103562,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
SEX,OTHER,C(defendant_race)[T.Hispanic],0.9027,0.521225,12991,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,ADMIN_JUST,C(defendant_race)[T.Other],0.8599,0.530759,28669,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,CONSPIRACY,C(defendant_race)[T.Black],1.5248,0.532197,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,LAUNDER,C(defendant_race)[T.Hispanic],0.5383,0.595645,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
SEX,OTHER,C(defendant_race)[T.Other],0.8848,0.600405,12991,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
TAX,OTHER,C(defendant_race)[T.Hispanic],0.7445,0.625757,2352,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,CONSPIRACY,C(defendant_race)[T.Other],1.3061,0.644925,103562,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,IMMIG,C(defendant_race)[T.Black],1.4276,0.673133,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,OTHER,C(defendant_race)[T.Other],0.8463,0.673792,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
VIOLENT,OTHER,C(defendant_race)[T.Hispanic],1.1068,0.682991,8668,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,RACKET,C(defendant_race)[T.Black],0.8327,0.684404,28669,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,IMMIG,C(defendant_race)[T.Hispanic],1.3201,0.688998,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,FRAUD,C(defendant_race)[T.Other],1.119,0.692514,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,OTHER,C(defendant_race)[T.Other],0.939,0.735623,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,OTHER,C(defendant_race)[T.Other],1.2409,0.736327,103562,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,ADMIN_JUST,C(defendant_race)[T.Black],1.1422,0.742554,103562,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
CONSPIRACY,OTHER,C(defendant_race)[T.Hispanic],1.029,0.74346,10454,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,ADMIN_JUST,C(defendant_race)[T.Other],0.8158,0.754958,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,RACKET,C(defendant_race)[T.Hispanic],1.1147,0.827596,28669,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,RACKET,C(defendant_race)[T.Other],0.9145,0.859181,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,ADMIN_JUST,C(defendant_race)[T.Other],0.941,0.870586,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.9638,0.926762,7533,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
ADMIN_JUST,CONSPIRACY,C(defendant_race)[T.Black],0.9517,0.935856,4597,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,ADMIN_JUST,C(defendant_race)[T.Other],0.9447,0.94476,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,FRAUD,C(defendant_race)[T.Other],1.037,0.946567,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
VIOLENT,ADMIN_JUST,C(defendant_race)[T.Black],0.9852,0.96748,8668,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
VIOLENT,ADMIN_JUST,C(defendant_race)[T.Other],0.9893,0.983215,8668,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,CONSPIRACY,C(defendant_race)[T.Other],0.9842,0.983692,29663,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,IMMIG,C(defendant_race)[T.Other],0.0,0.996456,101194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG_POSS,FIREARM,C(defendant_race)[T.Hispanic],0.0,0.998548,4815,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,ADMIN_JUST,C(defendant_race)[T.Other],0.0,0.998981,7533,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,TAX,C(defendant_race)[T.Hispanic],0.0,0.99931,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,RACKET,C(defendant_race)[T.Other],0.0,0.999361,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,RACKET,C(defendant_race)[T.Black],0.0,0.999415,2529,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
TAX,CONSPIRACY,C(defendant_race)[T.Hispanic],0.0,0.999435,2352,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG_POSS,FIREARM,C(defendant_race)[T.Black],0.0,0.999577,4815,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG_POSS,FIREARM,C(defendant_race)[T.Other],0.0,1.0,4815,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
