primary_offense,stacked_offense,covariate_term,odds_ratio,p_value,n_cases,covariate_set,null_model
FIREARM,LAUNDER,C(defendant_race)[T.Black],0.6311,0.344552,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,OTHER,C(defendant_race)[T.Other],0.6231,0.356321,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.7366,0.358124,8723,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,LAUNDER,C(defendant_race)[T.Black],1.0571,0.378289,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,TAX,C(defendant_race)[T.Black],0.6031,0.380823,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,RACKET,C(defendant_race)[T.Hispanic],1.6063,0.401362,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,ADMIN_JUST,C(defendant_race)[T.Black],0.8349,0.402499,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,IMMIG,C(defendant_race)[T.Black],1.7523,0.414992,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,CONSPIRACY,C(defendant_race)[T.Hispanic],0.8217,0.415201,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
TAX,CONSPIRACY,C(defendant_race)[T.Other],1.8422,0.416274,2388,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,CONSPIRACY,C(defendant_race)[T.Black],0.9118,0.424437,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,OTHER,C(defendant_race)[T.Black],0.7771,0.43002,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,RACKET,C(defendant_race)[T.Black],1.4046,0.449924,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,LAUNDER,C(defendant_race)[T.Black],0.5426,0.46668,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,LAUNDER,C(defendant_race)[T.Hispanic],0.9519,0.467644,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,CONSPIRACY,C(defendant_race)[T.Black],1.1614,0.480143,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,CONSPIRACY,C(defendant_race)[T.Other],1.3105,0.503444,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,OTHER,C(defendant_race)[T.Hispanic],1.0573,0.511984,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,VIOLENT,C(defendant_race)[T.Black],1.2196,0.515656,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,ADMIN_JUST,C(defendant_race)[T.Other],0.627,0.54515,8723,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
ADMIN_JUST,CONSPIRACY,C(defendant_race)[T.Black],1.3928,0.551215,6999,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
ADMIN_JUST,CONSPIRACY,C(defendant_race)[T.Other],0.4668,0.553427,6999,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,RACKET,C(defendant_race)[T.Hispanic],0.5479,0.554224,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
VIOLENT,ADMIN_JUST,C(defendant_race)[T.Other],1.2357,0.562808,11063,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,CONSPIRACY,C(defendant_race)[T.Other],1.111,0.565197,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,LAUNDER,C(defendant_race)[T.Black],1.0449,0.569554,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,VIOLENT,C(defendant_race)[T.Hispanic],1.3872,0.594807,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,CONSPIRACY,C(defendant_race)[T.Other],0.7252,0.622431,8723,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.733,0.627592,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,SEX,C(defendant_race)[T.Hispanic],1.4681,0.649115,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,LAUNDER,C(defendant_race)[T.Other],0.5868,0.657325,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
TAX,CONSPIRACY,C(defendant_race)[T.Hispanic],0.7125,0.658159,2388,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,FRAUD,C(defendant_race)[T.Other],1.1854,0.674344,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
RACKET,VIOLENT,C(defendant_race)[T.Other],0.7805,0.677015,8723,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,IMMIG,C(defendant_race)[T.Black],0.8671,0.690583,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,VIOLENT,C(defendant_race)[T.Hispanic],0.8836,0.718687,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,FRAUD,C(defendant_race)[T.Black],0.9327,0.726426,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,FRAUD,C(defendant_race)[T.Black],0.8766,0.727711,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,OTHER,C(defendant_race)[T.Other],1.1289,0.731278,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
ADMIN_JUST,CONSPIRACY,C(defendant_race)[T.Hispanic],0.7924,0.741484,6999,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,ADMIN_JUST,C(defendant_race)[T.Black],1.1332,0.773749,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,RACKET,C(defendant_race)[T.Hispanic],1.0809,0.778161,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,ADMIN_JUST,C(defendant_race)[T.Other],1.0769,0.851458,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
TAX,CONSPIRACY,C(defendant_race)[T.Black],1.0978,0.887693,2388,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.9628,0.893953,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,FRAUD,C(defendant_race)[T.Other],0.9651,0.895466,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,OTHER,C(defendant_race)[T.Black],1.0373,0.908443,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
CONSPIRACY,OTHER,C(defendant_race)[T.Hispanic],0.9918,0.918225,10633,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,RACKET,C(defendant_race)[T.Other],1.0517,0.923953,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,VIOLENT,C(defendant_race)[T.Black],0.9183,0.926438,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,LAUNDER,C(defendant_race)[T.Other],1.0091,0.94026,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FIREARM,LAUNDER,C(defendant_race)[T.Hispanic],1.0378,0.94989,55250,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
DRUG,ADMIN_JUST,C(defendant_race)[T.Hispanic],0.99,0.957307,127194,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
LAUNDER,ADMIN_JUST,C(defendant_race)[T.Other],1.0217,0.975424,3376,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
VIOLENT,ADMIN_JUST,C(defendant_race)[T.Black],1.0066,0.981701,11063,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,SEX,C(defendant_race)[T.Black],0.0,0.996063,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
IMMIG,SEX,C(defendant_race)[T.Other],0.0,0.996312,149805,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
FRAUD,RACKET,C(defendant_race)[T.Other],0.0,0.99814,27064,race(White ref) + sex + citizenship + district + final_offense_level + criminal_history_category + mand_min_flag + fiscal_year_decade,logistic regression: has_secondary ~ race + sex + citizenship + C(district) + final_offense_level + criminal_history_category + mand_min_flag + C(fiscal_year_decade)
